"","id","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent","work_with_offices_clients_abroad","role_in_organisation...Selected.Choice","role_in_organisation...Other..please.specify....Text","gender","year_of_birth","region","country","ethnicity","ethnicity_other","languages_spoken","countries_abroad_count","countries_abroad_oc","organisational_affiliation_years","workplace_diversity","pql_stimulating_challenges_imp","pql_flexible_imp","pql_weaknesses_imp","pql_manage_emotions_imp","pql_ease_differing_views_imp","pql_stimulating_challenges_exp","pql_flexible_exp","pql_weaknesses_exp","pql_manage_emotions_exp","pql_ease_differing_views_exp","cui_understand_culture_communication_imp","cui_noticing_ways_imp","cui_mixing_socially_imp","cui_learn_foreign_phrases_imp","cui_understan_values_beliefs_imp","cui_understand_culture_communication_exp","cui_noticing_ways_exp","cui_mixing_socially_exp","cui_learn_foreign_phrases_exp","cui_understan_values_beliefs_exp","trl_trust_imp","trl_respect_viewpoints_imp","trl_feeling_part_of_team_imp","trl_support_each_other_imp","trl_know_personally_imp","trl_trust_exp","trl_respect_viewpoints_exp","trl_feeling_part_of_team_exp","trl_support_each_other_exp","trl_know_personally_exp","com_understand_each_other_imp","com_adjusting_language_imp","com_everyone_contributes_imp","com_say_what_you_want_imp","com_listen_to_others_imp","com_clarify_issues_imp","com_account_for_different_language_levels_imp","com_understand_each_other_exp","com_adjusting_language_exp","com_everyone_contributes_exp","com_say_what_you_want_exp","com_listen_to_others_exp","com_clarify_issues_exp","com_account_for_different_language_levels_exp","lmg_handle_opinions_imp","lmg_negative_feedback_imp","lmg_personal_circumstances_imp","lmg_varying_management_style_imp","lmg_motivating_staff_imp","lmg_handle_opinions_eoh","lmg_negative_feedback_eoh","lmg_personal_circumstances_eoh","lmg_varying_management_style_eoh","lmg_motivating_staff_eoh","tmg_clear_goals_imp","tmg_divide_responsibilities_fairly_imp","tmg_peoples_strengths_imp","tmg_ethical_standards_imp","tmg_making_decisions_imp","tmg_keeping_time_imp","tmg_elicit_ideas_imp","tmg_clear_goals_eoh","tmg_divide_responsibilities_fairly_eoh","tmg_peoples_strengths_eoh","tmg_ethical_standards_eoh","tmg_making_decisions_eoh","tmg_keeping_time_eoh","tmg_elicit_ideas_eoh","lao_manage_change_imp","lao_persuade_leaders_new_ways_imp","lao_local_contextual_factors_imp","lao_recruiting_people_imp","lao_combine_different_viewpoints_imp","lao_manage_change_eoh","lao_persuade_leaders_new_ways_eoh","lao_local_contextual_factors_eoh","lao_recruiting_people_eoh","lao_combine_different_viewpoints_eoh","oc","opp","Q_TotalDuration","Q_CHL","isNew","V","rid","RISN","test2","gc","term","manager","missing"
"347",347,"17/01/2019 22:23","17/01/2019 22:32",0,"95.90.208.185",100,559,1,"17/01/2019 22:32","R_elmbYvmjJ0RBaud",NA,NA,NA,NA,51.36669922,12.38330078,"anonymous","EN","consent_academic,consent_teaching",6,"Top Management (with responsibilities for one or more managers)",NA,"Male","1980","Europe","Germany","White",NA,"2",2,"United Kingdom ","6 years","diversity_culture,diversity_language,diversity_education,diversity_part_of_organisation,diversity_experience",4,6,5,6,5,5,4,3,5,4,4,5,5,5,4,3,4,4,3,4,6,5,6,6,5,5,4,4,5,4,6,4,5,6,5,5,4,5,4,4,4,4,3,3,4,5,4,6,6,3,4,3,5,4,6,5,5,5,6,6,4,5,4,5,4,4,5,5,5,5,4,5,6,4,4,5,4,4,NA,"Qual2514-0709Const2",559,"anonymous",NA,"H","5c410060-fd2e-44c5-ab3c-0006d5ed8e4d",NA,NA,1,NA,"yes",0
"348",348,"17/01/2019 22:30","17/01/2019 22:32",0,"79.234.84.37",100,170,1,"17/01/2019 22:32","R_1F97lP87xIlyC4a",NA,NA,NA,NA,50.05830383,8.691802979,"anonymous","EN","consent_academic,consent_teaching",6,"Top Management (with responsibilities for one or more managers)",NA,"Male","1963","Europe","Germany","White",NA,"4",3,"italy germany gb spain","more than 20 years","diversity_culture,diversity_language,diversity_experience",4,6,3,5,3,5,4,2,5,5,5,4,5,2,5,3,5,4,1,6,4,4,3,6,5,4,6,3,5,3,4,3,5,5,6,6,3,4,3,4,6,6,6,2,4,4,4,5,6,4,5,3,6,5,6,5,5,4,6,5,5,5,3,3,3,6,5,4,3,4,4,5,4,4,3,4,3,4,NA,"Qual2514-0709Const2",170,"anonymous",NA,"H","5c4101e7-cff8-47bf-a630-e2d2020aba28",NA,NA,4,"speeder","yes",0
"349",349,"17/01/2019 22:25","17/01/2019 22:35",0,"107.77.203.82",100,615,1,"17/01/2019 22:35","R_1FKuv4gSJrwIUgk",NA,NA,NA,NA,39.33610535,-76.50140381,"anonymous","EN","consent_academic,consent_teaching",3,"Skilled work/Office work",NA,"Female","1970","Americas","US","White",NA,"1",4,"US Germany England Canada","6 years","diversity_culture,diversity_language,diversity_education,diversity_part_of_organisation,diversity_experience",6,6,6,6,6,4,1,4,4,4,6,6,6,6,6,4,4,4,4,4,6,6,6,6,6,1,1,1,1,1,6,6,6,6,6,6,6,1,1,1,1,1,1,1,6,6,6,6,6,1,1,1,1,1,6,6,6,6,6,5,6,1,4,1,2,1,1,1,6,6,6,6,6,1,1,1,1,1,"Management and companies are now referring to employeees as capital - employees are treated as less than human by those in power - employee human needs security validation are valued less than management human needs","Qual2514-0709Const2",615,"anonymous",NA,"H","5c4100cb-1c12-4699-a192-f1b3dd3b60ca",NA,NA,1,NA,"no",0
"350",350,"17/01/2019 22:30","17/01/2019 22:37",0,"89.15.237.165",100,448,1,"17/01/2019 22:37","R_6Wn0tRcbjDFGztL",NA,NA,NA,NA,53.56419373,9.967895508,"anonymous","EN","consent_academic,consent_teaching",2,"Skilled work/Office work",NA,"Male","1987","Europe","Germany","White",NA,"1",0,NA,"less than 1 year","diversity_culture,diversity_language,diversity_education,diversity_experience",6,6,6,6,3,6,6,6,6,2,6,6,6,6,6,6,6,6,6,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,4,6,6,6,6,4,6,4,4,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,5,5,4,5,5,4,4,5,4,"Weiß nicht","Qual2514-0709Const2",448,"anonymous",NA,"H","5c4101f2-51ff-4abb-b37e-8df5781ff55c",NA,NA,1,NA,"no",1
"353",353,"17/01/2019 22:38","17/01/2019 22:44",0,"31.16.249.5",100,335,1,"17/01/2019 22:44","R_eScEQzaLBUQ5CRr",NA,NA,NA,NA,49.88000488,10.88340759,"anonymous","EN","consent_academic,consent_teaching",5,"Top Management (with responsibilities for one or more managers)",NA,"Female","1994","Europe","Germany","White",NA,"3",2,"Morocco","3 years","diversity_culture,diversity_language,diversity_education,diversity_part_of_organisation,diversity_experience",5,6,6,6,6,4,4,3,6,6,6,6,6,6,6,6,6,5,4,6,6,6,6,6,2,6,4,6,6,4,6,6,6,3,6,5,6,6,4,5,6,6,6,4,6,6,5,6,6,6,5,4,6,6,6,6,6,6,6,6,5,5,4,6,6,5,6,6,6,5,5,6,6,6,4,6,5,6,"No","Qual2514-0709Const2",335,"anonymous",NA,"H","5c4103f2-6ca7-4f58-b881-98f2182571ed",NA,NA,1,NA,"yes",0
"354",354,"17/01/2019 22:37","17/01/2019 22:45",0,"94.135.131.69",100,488,1,"17/01/2019 22:45","R_3MbTiKVq4RCHFJ7",NA,NA,NA,NA,53.48260498,10.22109985,"anonymous","EN","consent_academic,consent_teaching",4,"Skilled work/Office work",NA,"Female","1992","Europe","Germany","White",NA,"4",7,"Belgium, Spain, Laos, Brazil, France, Slovakia ","less than 1 year","diversity_culture,diversity_language,diversity_education",6,4,5,6,5,4,4,5,3,4,6,6,6,4,5,4,4,5,5,4,5,5,5,5,4,4,4,4,3,2,6,4,5,4,5,6,5,4,4,4,3,3,3,4,5,6,4,5,6,4,5,4,4,4,6,5,4,6,6,6,6,3,4,3,6,3,6,3,6,6,6,6,5,2,2,2,3,1,NA,"Qual2514-0709Const2",488,"anonymous",NA,"H","5c41038f-0055-4cb4-8788-41511ec61881",NA,NA,1,NA,"no",0
"357",357,"17/01/2019 22:52","17/01/2019 22:55",0,"92.74.4.105",100,219,1,"17/01/2019 22:55","R_3GqV1u7miDBLmmD",NA,NA,NA,NA,48.76669312,9.183303833,"anonymous","EN","consent_academic,consent_teaching",3,"Middle Management (no subordinates/line-reports)",NA,"Female","1987","Europe","Germany","White",NA,"5",0,NA,"6 years","diversity_culture,diversity_language,diversity_education,diversity_experience",4,4,2,5,3,2,3,3,2,3,5,4,3,3,4,4,3,4,5,3,6,5,4,5,5,3,5,4,4,4,5,4,4,5,4,4,5,4,3,4,5,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,"Qual2514-0709Const2",219,"anonymous",NA,"H","5c41070c-f915-4024-9dad-421d9073fbbe",NA,NA,1,NA,"yes",0
"358",358,"17/01/2019 23:03","17/01/2019 23:11",0,"79.202.123.107",100,474,1,"17/01/2019 23:11","R_2dz5D9hZrbaed9r",NA,NA,NA,NA,48.80810547,8.945404053,"anonymous","EN","consent_academic,consent_teaching",2,"Skilled work/Office work",NA,"Male","1964","Europe","Germany","White",NA,"3",1,NA,"more than 20 years","diversity_culture,diversity_language,diversity_education,diversity_part_of_organisation,diversity_experience",4,5,3,3,4,4,5,3,4,4,4,5,5,5,4,4,4,4,4,4,5,5,5,5,2,4,4,4,3,3,4,4,4,4,5,5,4,5,5,5,5,4,NA,4,4,4,4,3,5,4,4,4,4,4,4,4,4,4,5,3,4,3,3,3,3,3,3,3,4,3,3,3,4,4,2,4,2,4,NA,"Qual2514-0709Const2",474,"anonymous",NA,"H","5c4109b1-6fc1-4d1f-a99e-20e2e59f848d",NA,NA,1,NA,"no",1
"359",359,"17/01/2019 23:03","17/01/2019 23:13",0,"93.225.252.139",100,595,1,"17/01/2019 23:13","R_3fjkLtFCy3IfNly",NA,NA,NA,NA,51.04440308,14.2250061,"anonymous","EN","consent_academic,consent_teaching",3,"Middle Management (no subordinates/line-reports)",NA,"Female","1985","Europe","Germany","White",NA,"3",2,"Australia
Italy","8 years","diversity_culture,diversity_part_of_organisation",6,6,5,3,4,5,4,5,4,4,5,6,5,4,5,5,4,4,3,5,6,5,6,6,6,4,4,4,3,3,6,6,5,6,6,5,6,4,5,5,3,5,4,4,6,6,6,5,6,4,4,3,3,5,5,4,5,6,5,4,5,3,4,4,3,3,4,4,5,5,4,6,5,2,3,4,2,3,NA,"Qual2514-0709Const2",595,"anonymous",NA,"H","5c4109cc-1f9d-403f-8d83-d87b6e159c36",NA,NA,1,NA,"yes",0
"361",361,"17/01/2019 23:33","17/01/2019 23:43",0,"206.146.85.30",100,601,1,"17/01/2019 23:43","R_2eP6RSg1jXUv3tb",NA,NA,NA,NA,44.14889526,-92.48500061,"anonymous","EN","consent_academic,consent_teaching",6,"Skilled work/Office work",NA,"Female","1973","Americas","US","White",NA,"1",0,NA,"15 years","diversity_culture,diversity_language,diversity_education,diversity_part_of_organisation,diversity_experience",3,6,6,6,6,6,6,6,6,6,6,6,4,4,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,4,6,1,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,NA,"Qual2514-0709Const2",601,"anonymous",NA,"H","5c4110ab-ebbd-42ba-997b-b58ac836ee47",NA,NA,1,NA,"no",0
"362",362,"17/01/2019 23:53","17/01/2019 23:59",0,"71.68.232.143",100,311,1,"17/01/2019 23:59","R_12asHs3vpZ0Fu18",NA,NA,NA,NA,34.04789734,-81.11009979,"anonymous","EN","consent_academic,consent_teaching",4,"Skilled work/Office work",NA,"Female","after 2000","Americas","US","Black",NA,"1",0,NA,"2 years","diversity_language",4,4,4,4,4,3,3,3,3,3,6,6,6,6,6,5,4,4,5,4,5,4,5,4,4,5,5,5,4,4,4,4,5,NA,6,6,6,4,4,5,5,4,4,4,4,6,6,6,6,4,5,4,4,5,5,5,5,NA,4,4,5,5,5,5,6,5,5,6,5,5,4,4,4,5,5,4,4,4,NA,"Qual2514-0709Const2",311,"anonymous",NA,"H","5c41158d-cbb5-4e7b-b7ec-7be9456bb51d",NA,NA,1,NA,"no",2
"363",363,"17/01/2019 23:38","18/01/2019 00:04",0,"108.201.185.26",100,1556,1,"18/01/2019 00:04","R_2wMl9AvTwZ9PzHP",NA,NA,NA,NA,37.39830017,-122.0005951,"anonymous","EN","consent_academic,consent_teaching",3,"Skilled work/Office work",NA,"Female","before 1960","Americas","US","Other (please describe)","Italian","2",1,"United States","3 years","diversity_culture,diversity_education,diversity_part_of_organisation,diversity_experience",6,6,6,6,6,5,6,3,6,6,6,6,5,5,6,6,6,6,3,6,6,6,4,6,3,5,3,5,3,3,6,5,6,5,6,6,6,5,3,4,3,5,5,4,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,4,6,6,6,6,5,6,6,6,6,6,6,NA,5,NA,NA,5,"It's not easy working with others, but a positive attitude is helpful. Differences are not always apparent. We all have feelings of which we can be unaware. People may strike out at each other because of past wounds - attempt to be aware you didn't initially cause the wound. Some days are diamonds while others are stones for no obvious reason. Most people are kind, even when wounded. It's a good plan to become a non-judgmental observer of yourself and others.","Qual2514-0709Const2",1556,"anonymous",NA,"H","5c4111d9-129e-494d-b46f-ff014716cc96",NA,NA,1,NA,"no",0
"364",364,"18/01/2019 00:13","18/01/2019 00:22",0,"94.134.47.108",100,548,1,"18/01/2019 00:22","R_3gMVhCn785bRsqa",NA,NA,NA,NA,51.26370239,6.547302246,"anonymous","EN","consent_academic,consent_teaching",6,"Middle Management (no subordinates/line-reports)",NA,"Female","1982","Europe","Germany","Asian",NA,"3",3,"United States
Great Britain
China","2 years","diversity_culture,diversity_language,diversity_education,diversity_part_of_organisation,diversity_experience",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,4,6,3,6,6,6,6,3,6,4,3,5,6,6,6,6,6,6,6,6,6,3,3,6,3,5,6,6,6,6,6,4,4,5,4,3,6,6,6,6,6,6,6,2,3,3,5,3,2,3,6,6,6,6,6,2,3,2,1,2,"Different levels of competency ","Qual2514-0709Const2",548,"anonymous",NA,"H","5c411a2d-1833-44e4-a539-eae33ceada4e",NA,NA,1,NA,"yes",0
"366",366,"18/01/2019 01:48","18/01/2019 01:56",0,"193.158.223.14",100,505,1,"18/01/2019 01:56","R_3oO3sdZhxFDj64m",NA,NA,NA,NA,51.13290405,14.40490723,"anonymous","EN","consent_academic,consent_teaching",6,"Middle (with subordinates/line-reports)",NA,"Male","1962","Europe","Germany","White",NA,"2",2,"Deutschland
Ukraine","12 years","diversity_culture,diversity_part_of_organisation",5,6,5,6,5,5,5,5,5,5,5,3,5,6,5,5,3,5,4,5,5,5,6,3,5,4,5,5,3,5,6,5,5,6,6,5,5,5,4,4,6,5,5,4,5,6,5,6,5,4,5,3,5,5,5,5,5,6,5,6,6,5,5,5,6,4,5,5,6,5,6,2,4,5,4,5,4,4,NA,"Qual2514-0709Const2",505,"anonymous",NA,"H","5c413067-ace5-4c91-b215-5b0d2a737964",NA,NA,1,NA,"yes",0
"367",367,"18/01/2019 04:29","18/01/2019 04:39",0,"108.248.17.163",100,557,1,"18/01/2019 04:39","R_4OCLvyTYV56LAlP",NA,NA,NA,NA,39.91059875,-83.78559875,"anonymous","EN","consent_academic,consent_teaching",2,"Skilled work/Office work",NA,"Female","1992","Americas","US","White",NA,"1",1,NA,"4 years","diversity_culture,diversity_education,diversity_part_of_organisation,diversity_experience",5,4,4,6,5,2,5,5,3,6,5,6,6,3,6,5,4,5,2,5,6,6,6,6,4,5,5,5,6,5,6,4,5,6,6,6,5,3,2,4,5,4,2,2,5,6,5,4,6,5,2,4,4,6,6,5,6,6,6,6,6,5,5,6,6,5,5,6,5,4,6,5,5,5,4,5,5,6,NA,"Qual2514-0709Const2",557,"anonymous",NA,"H","5c4151fc-3007-4a9d-bb2c-603c90980f4c",NA,NA,1,NA,"no",0
"369",369,"18/01/2019 04:39","18/01/2019 04:44",0,"174.101.188.77",100,305,1,"18/01/2019 04:44","R_33joAbOFd3Ipyu6",NA,NA,NA,NA,39.79820251,-84.32109833,"anonymous","EN","consent_academic,consent_teaching",5,"Apprenticeship/Trainee/Junior employee",NA,"Male","1963","Americas","US","White",NA,"2",2,"ukraine, us","10 years","diversity_culture",4,3,4,3,5,3,4,3,NA,4,5,4,4,3,4,5,4,5,4,3,5,3,4,4,5,3,5,5,4,6,4,5,4,5,4,3,3,3,6,5,2,5,5,4,3,4,3,4,5,4,4,5,3,5,4,3,4,4,5,5,5,5,3,4,3,2,4,4,5,6,3,4,4,6,5,3,5,4,"would like to add any comments/personal reflections ","Qual2514-0709Const2",305,"anonymous",NA,"H","5c415882-cc6e-4517-8186-a203ea20d604",NA,NA,1,NA,"no",1
"371",371,"18/01/2019 05:10","18/01/2019 05:13",0,"94.114.76.165",100,168,1,"18/01/2019 05:13","R_YXr8ZyYaSh0CQi5",NA,NA,NA,NA,51.9691925,8.552200317,"anonymous","EN","consent_academic,consent_teaching",6,"Top Management (with responsibilities for one or more managers)",NA,"Male","1984","Europe","Germany","White",NA,"4",2,"nothong","10 years","diversity_culture,diversity_language",4,5,6,6,5,6,2,3,4,3,4,6,3,6,4,6,5,2,3,6,4,3,4,6,2,2,4,6,5,3,2,5,4,4,3,6,5,4,3,2,6,4,6,3,3,4,6,6,2,5,4,6,2,4,5,6,6,3,2,2,3,2,NA,6,6,4,4,4,6,2,4,4,3,5,3,NA,5,4,NA,"Qual2514-0709Const2",168,"anonymous",NA,"H","5c415fbd-ff38-4856-91c1-d0b73aaace31",NA,NA,4,"speeder","yes",1
"374",374,"18/01/2019 06:27","18/01/2019 06:32",0,"89.15.239.84",100,327,1,"18/01/2019 06:32","R_1FKfGykbeU6xGxA",NA,NA,NA,NA,52.39639282,9.597305298,"anonymous","EN","consent_academic,consent_teaching",4,"Middle Management (no subordinates/line-reports)",NA,"Male","1985","Europe","Germany","White",NA,"2",4,"Germany norway romania austria 
","13 years","diversity_part_of_organisation",3,3,3,4,4,3,3,4,4,4,3,3,4,3,4,4,3,5,4,5,4,3,3,3,3,4,4,4,5,4,4,3,4,3,4,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,3,3,3,3,4,4,3,4,4,4,3,3,4,4,4,"Weiß nicht mehr genau 
","Qual2514-0709Const2",327,"anonymous",NA,"H","5c4171b5-d6dc-4e3c-8e67-f1172b0c5391",NA,NA,1,NA,"yes",0
"375",375,"18/01/2019 06:38","18/01/2019 06:43",0,"188.100.255.47",100,305,1,"18/01/2019 06:43","R_z7RSoT4Ov3VZ5OF",NA,NA,NA,NA,51.64199829,7.26449585,"anonymous","EN","consent_academic,consent_teaching",4,"Middle Management (no subordinates/line-reports)",NA,"Male","1985","Europe","Germany","White",NA,"2",3,"Switzerland, USA, netherlands ","1 year","diversity_culture,diversity_language,diversity_education,diversity_part_of_organisation,diversity_experience",6,4,5,4,5,4,3,5,3,4,6,5,6,5,5,5,5,5,5,5,5,5,6,5,5,5,5,6,4,6,5,5,4,6,6,5,5,6,5,6,4,5,5,5,5,4,5,4,4,5,6,5,6,4,4,4,5,5,5,5,4,5,5,5,3,3,3,5,4,4,4,5,6,5,5,4,4,6,NA,"Qual2514-0709Const2",305,"anonymous",NA,"H","5c41746e-74ef-49ca-8239-a7ec00c550ca",NA,NA,1,NA,"yes",0
"376",376,"18/01/2019 06:28","18/01/2019 06:44",0,"91.17.219.68",100,949,1,"18/01/2019 06:44","R_27k8ldizt3x3l2r",NA,NA,NA,NA,50.86860657,7.107299805,"anonymous","EN","consent_academic,consent_teaching",3,"Apprenticeship/Trainee/Junior employee",NA,"Male","1997","Europe","Germany","White",NA,"3",0,NA,"1 year","diversity_culture",6,3,4,6,6,6,5,3,5,1,4,6,5,1,4,3,6,4,5,4,6,6,6,4,4,6,5,6,5,3,6,4,4,6,6,5,5,5,5,5,6,6,4,4,4,1,5,4,6,4,4,4,5,6,5,3,3,6,6,6,3,5,4,4,4,2,2,5,NA,5,6,6,4,NA,5,5,1,3,NA,"Qual2514-0709Const2",949,"anonymous",NA,"H","5c417206-2f0c-4b12-b996-742b10780efb",NA,NA,1,NA,"no",0
"378",378,"18/01/2019 06:52","18/01/2019 06:56",0,"95.90.215.87",100,214,1,"18/01/2019 06:56","R_3yfpt9VfvwJ5Dod",NA,NA,NA,NA,51.07829285,13.80509949,"anonymous","EN","consent_academic,consent_teaching",2,"Skilled work/Office work",NA,"Male","1986","Europe","Germany","White",NA,"2",2,NA,"5 years","diversity_culture",4,5,4,3,4,4,4,3,3,3,NA,3,3,4,4,2,4,3,4,3,2,4,4,5,3,4,3,4,3,2,5,4,5,5,3,3,3,2,3,4,3,5,4,3,4,2,3,4,4,3,2,4,4,3,5,3,5,4,3,5,4,3,4,3,2,2,3,3,5,3,4,5,4,4,3,2,4,3,"Sometimes hard","Qual2514-0709Const2",214,"anonymous",NA,"H","5c4177ba-238d-45ae-be8d-f5ec7dffa835",NA,NA,1,NA,"no",1
"379",379,"18/01/2019 07:10","18/01/2019 07:13",0,"141.79.33.215",100,168,1,"18/01/2019 07:13","R_6eSxljWs2KeQhBD",NA,NA,NA,NA,48.04249573,7.865707397,"anonymous","EN","consent_academic,consent_teaching",5,"Skilled work/Office work",NA,"Male","1992","Europe","Germany","White",NA,"2",2,"taiwan ","3 years","diversity_experience",5,4,4,5,5,5,3,3,4,5,4,5,5,3,5,3,5,5,3,5,5,4,3,5,5,5,4,3,5,5,3,4,5,4,5,6,5,4,3,5,3,4,4,4,3,5,3,5,5,5,5,4,5,4,4,5,4,5,4,5,4,6,6,4,5,3,6,4,5,4,6,5,4,5,4,6,4,6,NA,"Qual2514-0709Const2",168,"anonymous",NA,"H","5c417bb0-9b19-49b6-a833-35cbe65cf374",NA,NA,4,"speeder","no",0
"381",381,"18/01/2019 07:30","18/01/2019 07:33",0,"88.65.126.168",100,177,1,"18/01/2019 07:33","R_2WYK2rwTf65rHmh",NA,NA,NA,NA,49.49339294,8.465301514,"anonymous","EN","consent_academic,consent_teaching",6,"Middle Management (no subordinates/line-reports)",NA,"Male","1965","Europe","Germany","White",NA,"3",2,"Germany, Italy","2 years","diversity_culture,diversity_language,diversity_education,diversity_experience",4,3,4,5,4,5,5,5,6,4,5,4,5,4,5,6,5,5,5,5,5,4,6,4,5,6,5,6,4,4,5,6,5,5,4,5,5,5,6,5,5,5,4,6,6,5,5,5,5,6,4,4,5,NA,5,5,6,5,5,5,4,5,5,3,5,4,5,4,5,3,5,5,5,6,5,5,6,5,NA,"Qual2514-0709Const2",177,"anonymous",NA,"H","5c4180ab-40c8-46c5-9150-2a91e67f5943",NA,NA,1,NA,"yes",1
"382",382,"18/01/2019 08:01","18/01/2019 08:11",0,"2.247.241.65",100,620,1,"18/01/2019 08:11","R_TqnvZ2IPyE7IpwJ",NA,NA,NA,NA,51.45350647,7.010192871,"anonymous","EN","consent_academic,consent_teaching",5,"Apprenticeship/Trainee/Junior employee",NA,"Female","1994","Europe","Germany","White",NA,"2",1,NA,"1 year","diversity_culture,diversity_language,diversity_education,diversity_part_of_organisation,diversity_experience",5,4,5,5,4,4,5,5,5,4,6,6,6,6,5,5,4,6,6,5,6,6,6,6,5,5,6,5,5,6,6,5,6,6,6,6,5,5,5,5,5,5,5,5,5,6,5,5,5,6,4,6,6,5,6,6,6,6,6,6,6,NA,6,6,NA,6,4,6,6,6,6,6,5,5,5,5,5,5,NA,"Qual2514-0709Const2",620,"anonymous",NA,"H","5c4187b4-2c83-450d-9d6d-402937422bfb",NA,NA,1,NA,"no",2
"384",384,"18/01/2019 08:16","18/01/2019 08:20",0,"77.7.24.111",100,218,1,"18/01/2019 08:20","R_1BQTByEexOe92xF",NA,NA,NA,NA,48.1499939,11.58329773,"anonymous","EN","consent_academic,consent_teaching",3,"Top Management (with responsibilities for one or more managers)",NA,"Male","1961","Europe","Germany","White",NA,"2",0,NA,"more than 20 years","diversity_language",4,4,3,3,3,4,4,4,3,4,3,4,4,5,3,4,4,4,3,3,4,4,3,4,4,4,3,4,4,3,4,5,4,3,3,4,4,4,3,4,4,3,3,3,5,4,3,4,4,3,4,3,3,4,4,3,4,4,4,3,3,4,4,3,4,3,4,3,3,3,4,4,4,3,3,4,3,4,NA,"Qual2514-0709Const2",218,"anonymous",NA,"H","5c418b58-2e6d-4d26-8bf2-2d0da839a3f5",NA,NA,1,NA,"yes",0
"385",385,"18/01/2019 08:07","18/01/2019 08:20",0,"37.4.252.179",100,788,1,"18/01/2019 08:20","R_1GTAOTYBgfqMQkl",NA,NA,NA,NA,53.57919312,9.992904663,"anonymous","EN","consent_academic,consent_teaching",4,"Skilled work/Office work",NA,"Male","1977","Europe","Germany","White",NA,"2",3,"Greece,Austria","4 years","diversity_culture,diversity_education,diversity_part_of_organisation",6,6,6,6,6,5,5,5,5,5,6,6,6,6,6,5,4,4,4,4,6,6,6,6,6,4,4,4,4,4,6,6,6,6,6,6,6,5,5,5,5,5,5,4,6,6,6,6,6,6,6,5,5,NA,6,6,6,6,6,6,6,5,4,4,4,6,4,5,6,6,6,6,6,NA,NA,NA,NA,NA,NA,"Qual2514-0709Const2",788,"anonymous",NA,"H","5c418911-6ea5-48aa-ae70-1f6858196081",NA,NA,1,NA,"no",1
"386",386,"18/01/2019 08:38","18/01/2019 08:43",0,"95.90.205.23",100,257,1,"18/01/2019 08:43","R_3qWgptZpwbMgkTG",NA,NA,NA,NA,52.32420349,9.741394043,"anonymous","EN","consent_academic,consent_teaching",4,"Skilled work/Office work",NA,"Female","1987","Europe","Germany","White",NA,"1",0,"Gbgj jtbb","1 year","diversity_language",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Kgkfkg fkfiir dkkfif","Qual2514-0709Const2",257,"anonymous",NA,"H","5c419096-a01f-4fff-8a32-8bd69000c7da",NA,NA,1,NA,"no",0
"390",390,"18/01/2019 09:35","18/01/2019 09:39",0,"37.201.117.35",100,246,1,"18/01/2019 09:39","R_1mfQBLe4Q30LFuX",NA,NA,NA,NA,52.03329468,8.533294678,"anonymous","EN","consent_academic,consent_teaching",5,"Skilled work/Office work",NA,"Female","1991","Europe","Germany","White",NA,"2",0,NA,"less than 1 year","diversity_experience",3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,NA,NA,NA,NA,NA,"Qual2514-0709Const2",246,"anonymous",NA,"H","5c419dd0-37e6-45be-bbcb-d8a778cb0e54",NA,NA,1,NA,"no",0
